episode,timestep,reward
17,2000,-386.0121
35,4000,-208.1604
53,6000,12.6418
70,8000,70.8305
87,10000,86.0137
104,12000,91.94
120,14000,90.4352
136,16000,82.526
153,18000,95.2863
168,20000,91.6704
184,22000,92.3127
200,24000,97.9606
216,26000,97.3942
232,28000,83.6273
248,30000,100.4372
263,32000,102.1573
278,34000,90.6457
294,36000,92.7908
309,38000,104.9932
325,40000,91.1341
340,42000,98.5734
355,44000,100.9056
370,46000,98.8798
386,48000,102.0556
401,50000,99.5932
416,52000,100.8431
431,54000,97.3919
446,56000,105.3385
460,58000,99.3894
475,60000,101.8225
490,62000,105.197
504,64000,101.2425
519,66000,107.5889
534,68000,105.2811
549,70000,106.5069
564,72000,99.1519
579,74000,103.3213
593,76000,99.1058
608,78000,102.6019
622,80000,107.9095
637,82000,101.3776
652,84000,98.189
667,86000,111.0356
681,88000,109.0376
696,90000,98.9629
710,92000,107.0894
725,94000,104.0179
739,96000,111.5189
753,98000,107.1691
768,100000,109.5489
782,102000,107.3568
797,104000,107.9101
811,106000,105.2971
826,108000,105.4907
840,110000,108.8516
854,112000,109.4522
869,114000,106.8196
883,116000,104.6425
898,118000,107.2021
912,120000,102.521
926,122000,97.4645
940,124000,109.042
955,126000,101.3227
969,128000,109.5872
983,130000,105.9578
997,132000,109.2308
1011,134000,105.1129
1026,136000,108.6766
1040,138000,106.3284
1055,140000,97.8309
1069,142000,109.3863
1083,144000,108.5015
1097,146000,107.4872
1111,148000,113.2092
1126,150000,101.5795
1140,152000,99.6121
1155,154000,104.3613
1169,156000,110.3885
1184,158000,110.6832
1199,160000,102.5853
1214,162000,92.558
1229,164000,96.9528
1244,166000,102.6865
1258,168000,105.0248
1273,170000,107.2765
1287,172000,106.4905
1302,174000,107.6839
1316,176000,103.1723
1331,178000,103.7326
1345,180000,113.9899
1360,182000,108.4585
1374,184000,110.0232
1388,186000,108.7348
1402,188000,111.7677
1416,190000,102.6314
1431,192000,109.5535
1445,194000,102.8143
1459,196000,101.3226
1473,198000,103.5971
1487,200000,105.1661
1502,202000,105.0531
1516,204000,109.1742
1530,206000,109.3869
1545,208000,110.783
1559,210000,108.6841
1573,212000,108.4842
1586,214000,108.423
1600,216000,102.8889
1614,218000,114.6643
1628,220000,103.6213
1642,222000,95.8303
1656,224000,107.8896
1670,226000,105.3077
1684,228000,101.9273
1697,230000,107.9556
1712,232000,107.8548
1726,234000,113.9197
1740,236000,108.3666
1754,238000,108.7987
1768,240000,108.2813
1782,242000,110.0183
1796,244000,106.0854
1811,246000,105.8488
1825,248000,106.2351
1839,250000,104.8918
1853,252000,108.8491
1867,254000,109.2673
1881,256000,107.4399
1895,258000,105.8016
1909,260000,107.6704
1923,262000,106.8412
1938,264000,106.3289
1952,266000,109.2738
1966,268000,103.5401
1980,270000,114.231
1994,272000,109.8964
2008,274000,106.8155
2022,276000,101.5121
2036,278000,108.5735
2050,280000,107.0972
2064,282000,110.8465
2079,284000,109.3011
2093,286000,105.167
2108,288000,107.996
2122,290000,105.5932
2136,292000,111.0369
2150,294000,109.9415
2164,296000,105.1992
2178,298000,109.8564
2192,300000,108.8436
2207,302000,116.4659
2220,304000,103.7565
2234,306000,113.0578
2248,308000,103.5249
2262,310000,108.3499
2276,312000,117.2236
2290,314000,105.2394
2304,316000,110.598
2318,318000,109.4064
2332,320000,109.1727
2346,322000,110.0139
2360,324000,110.8603
2374,326000,103.5293
2387,328000,106.5327
2401,330000,103.0811
2415,332000,104.6255
2428,334000,105.6995
2442,336000,110.4751
2455,338000,107.1023
2469,340000,104.5244
2482,342000,108.7727
