episode,timestep,reward
36,2000,42.6484
69,4000,102.4341
103,6000,104.7274
132,8000,134.6638
161,10000,133.6083
193,12000,133.7381
221,14000,141.1526
249,16000,139.453
278,18000,143.5723
307,20000,145.8019
335,22000,143.331
363,24000,149.3094
390,26000,159.7925
419,28000,151.8894
448,30000,151.2429
473,32000,157.8032
499,34000,164.0457
527,36000,155.7991
556,38000,151.7415
583,40000,156.6789
611,42000,158.3333
636,44000,162.6225
664,46000,148.8429
693,48000,150.1243
718,50000,157.5205
744,52000,162.2664
769,54000,173.0984
794,56000,168.3711
817,58000,171.8977
842,60000,170.5406
866,62000,170.8455
890,64000,163.6144
915,66000,172.4456
940,68000,176.62
965,70000,167.8822
990,72000,163.0727
1016,74000,168.4637
1042,76000,179.8531
1066,78000,170.353
1091,80000,173.4495
1116,82000,176.0078
1142,84000,176.6273
1166,86000,172.6296
1191,88000,175.828
1215,90000,180.786
1240,92000,181.0657
1265,94000,176.8862
1290,96000,186.0297
1315,98000,185.881
1339,100000,182.9586
1364,102000,185.8009
1388,104000,186.4067
1412,106000,191.1418
1437,108000,182.3463
1462,110000,181.8495
1487,112000,179.0743
1512,114000,186.4939
1536,116000,187.8703
1558,118000,193.0518
1582,120000,190.7361
1606,122000,191.8092
1630,124000,189.9977
1655,126000,185.8291
1680,128000,182.6334
1704,130000,196.1794
1727,132000,186.7889
1752,134000,181.1551
1779,136000,187.3169
1805,138000,191.4753
1831,140000,187.7396
1856,142000,193.6009
1879,144000,198.1949
1902,146000,191.9618
1924,148000,201.0324
1947,150000,202.1494
1970,152000,201.9603
1993,154000,197.7409
2017,156000,190.502
2042,158000,192.1312
2066,160000,191.9379
2091,162000,187.4225
2115,164000,184.2606
2138,166000,191.5759
2160,168000,174.9597
2183,170000,184.8772
2206,172000,193.3928
2228,174000,203.3706
2251,176000,199.2859
2273,178000,197.8833
2296,180000,198.7733
2318,182000,189.6475
2340,184000,203.6655
2362,186000,206.9618
2384,188000,197.194
2407,190000,199.6094
2428,192000,205.1667
2451,194000,212.5925
2473,196000,209.7808
2496,198000,207.7628
2520,200000,204.8143
2541,202000,212.7878
2564,204000,207.6253
2587,206000,206.7169
2612,208000,182.7728
2636,210000,187.1119
2659,212000,204.7126
2681,214000,210.587
2704,216000,195.8059
2727,218000,195.5512
2749,220000,207.9216
2771,222000,206.8323
2793,224000,208.7382
2815,226000,208.9293
2838,228000,207.8862
2859,230000,214.9169
2881,232000,207.0851
2903,234000,207.0246
2925,236000,214.5512
2946,238000,209.8213
2969,240000,204.8332
2992,242000,196.5593
3013,244000,211.6728
3036,246000,211.1754
3059,248000,203.5156
3080,250000,200.6803
3102,252000,208.7191
3122,254000,213.6066
3144,256000,194.3994
3166,258000,207.3996
3188,260000,211.1642
3210,262000,210.7104
3232,264000,218.756
3254,266000,219.6606
3276,268000,215.8291
3297,270000,221.0216
3317,272000,218.4728
3338,274000,219.3474
3359,276000,216.1181
3380,278000,220.5147
3401,280000,222.2896
3423,282000,203.0389
3444,284000,222.4431
3464,286000,225.166
3484,288000,228.8366
3504,290000,218.3322
3525,292000,225.2789
3547,294000,210.7849
3568,296000,211.7607
3590,298000,214.9006
3610,300000,222.7242
3631,302000,215.8315
3653,304000,227.386
3673,306000,229.8589
3695,308000,226.1185
3716,310000,227.243
3736,312000,227.5114
3758,314000,218.7097
3780,316000,216.5068
3802,318000,220.9554
3824,320000,216.3179
3846,322000,219.3017
3867,324000,223.0107
3889,326000,226.3464
3911,328000,214.8125
3933,330000,213.9275
3955,332000,213.7936
3978,334000,212.0184
4001,336000,214.3686
4022,338000,225.0733
4044,340000,224.576
4066,342000,225.259
4088,344000,224.2827
4110,346000,218.045
4131,348000,228.3851
4153,350000,221.8326
4174,352000,227.8548
4194,354000,229.5988
4215,356000,231.1702
4236,358000,229.7894
4257,360000,225.3691
4279,362000,213.4707
4299,364000,225.8071
4320,366000,220.3002
4341,368000,220.8685
4362,370000,220.3217
4385,372000,208.3965
4407,374000,211.8236
