episode,timestep,reward
33,2000,138.8164
67,4000,139.1938
99,6000,149.1855
132,8000,152.1126
164,10000,151.008
196,12000,154.5498
226,14000,150.503
260,16000,148.2744
292,18000,151.0725
323,20000,141.7514
353,22000,155.7828
386,24000,153.7772
420,26000,148.2742
451,28000,158.8667
483,30000,157.6712
512,32000,163.7687
543,34000,160.8494
574,36000,157.2002
603,38000,161.1181
633,40000,158.6843
664,42000,157.3775
695,44000,159.9518
722,46000,168.6622
751,48000,165.1288
780,50000,163.8167
809,52000,165.6366
839,54000,167.8916
868,56000,169.796
896,58000,168.889
925,60000,167.1294
953,62000,173.7079
981,64000,171.5316
1007,66000,174.2476
1035,68000,174.6889
1062,70000,177.727
1089,72000,175.4185
1117,74000,172.9724
1145,76000,169.5306
1173,78000,179.4568
1203,80000,171.437
1233,82000,172.1456
1263,84000,168.9678
1290,86000,180.8139
1317,88000,186.1204
1344,90000,183.8909
1371,92000,185.4233
1397,94000,191.9059
1421,96000,190.635
1445,98000,192.0348
1470,100000,189.8333
1495,102000,193.2433
1521,104000,191.9213
1546,106000,190.233
1572,108000,190.872
1598,110000,187.1896
1623,112000,189.0135
1649,114000,186.6224
1674,116000,185.2466
1699,118000,192.5579
1724,120000,189.5114
1750,122000,189.2073
1775,124000,188.6402
1800,126000,192.0313
1824,128000,195.7775
1848,130000,192.8475
1874,132000,189.1775
1899,134000,182.3137
1924,136000,185.5915
1947,138000,193.7303
1969,140000,202.4869
1993,142000,201.4676
2016,144000,200.275
2040,146000,201.5634
2065,148000,198.5908
2091,150000,195.1562
2116,152000,199.4292
2142,154000,192.1661
2167,156000,196.0061
2192,158000,200.0226
2216,160000,206.3167
2240,162000,206.053
2264,164000,208.0385
2288,166000,208.4523
2312,168000,208.7624
2336,170000,208.1582
2360,172000,207.573
2382,174000,210.5783
2406,176000,209.7775
2430,178000,210.2679
2454,180000,201.9101
2480,182000,204.8699
2505,184000,206.4147
2531,186000,207.0929
2556,188000,209.5173
2580,190000,211.4212
2603,192000,216.2283
2627,194000,216.5922
2651,196000,212.3856
2675,198000,211.2883
2700,200000,213.2495
2723,202000,216.1959
2747,204000,211.9838
2772,206000,206.0539
2796,208000,213.9444
2821,210000,213.96
2845,212000,216.1204
2869,214000,217.1737
2893,216000,217.3834
2916,218000,219.0271
2941,220000,216.5836
2964,222000,219.4653
2988,224000,219.3554
3012,226000,216.982
3035,228000,214.9532
3060,230000,216.0026
3084,232000,216.0605
3109,234000,214.7548
3133,236000,222.1808
3156,238000,220.0004
3180,240000,219.1391
3203,242000,216.5877
3226,244000,219.902
3248,246000,223.0604
3271,248000,225.1585
3293,250000,225.0877
3317,252000,221.0477
3339,254000,224.7568
3361,256000,226.7493
3385,258000,223.5244
3408,260000,223.2643
3432,262000,217.1491
3457,264000,213.7401
3481,266000,219.2602
3505,268000,217.8423
3529,270000,219.5148
3552,272000,221.4972
3575,274000,223.6148
3599,276000,218.142
3623,278000,217.3398
3647,280000,221.4361
3670,282000,221.4333
3694,284000,217.4938
3717,286000,223.2653
3740,288000,224.3327
3763,290000,223.0095
3787,292000,215.023
3812,294000,210.9453
3836,296000,215.9816
3860,298000,214.6853
3884,300000,213.9043
3909,302000,213.297
3932,304000,217.174
3956,306000,217.9746
3979,308000,221.1492
4002,310000,220.9059
4025,312000,220.0712
4049,314000,222.1242
4072,316000,223.3907
4096,318000,220.0079
4119,320000,223.9976
4142,322000,225.1276
4165,324000,228.1046
4188,326000,225.8612
4211,328000,227.8683
4234,330000,225.6916
4258,332000,220.7018
4282,334000,218.2834
4306,336000,217.7663
4329,338000,213.6767
4352,340000,220.2813
4376,342000,220.4964
4399,344000,215.8229
4421,346000,220.2304
4444,348000,221.5993
4467,350000,219.1306
4491,352000,215.4596
4515,354000,215.5547
4537,356000,225.8252
4560,358000,218.2543
4584,360000,218.9319
4607,362000,218.3358
4629,364000,224.5294
4653,366000,215.6576
4678,368000,208.0378
4703,370000,206.0914
4726,372000,213.2921
4749,374000,214.0438
4772,376000,219.8586
4795,378000,218.8308
4818,380000,219.8338
4841,382000,213.2902
4865,384000,220.6558
4888,386000,221.2355
4910,388000,221.9034
4932,390000,225.3091
4955,392000,222.6615
4978,394000,222.8811
5001,396000,223.0626
5024,398000,221.4469
5048,400000,220.6281
5071,402000,223.8337
5093,404000,228.0758
5115,406000,228.6161
5139,408000,220.3876
5163,410000,223.333
5185,412000,226.3756
5208,414000,221.9091
5231,416000,216.0511
5254,418000,218.9242
5277,420000,223.4853
5300,422000,223.3755
5326,424000,209.1053
5351,426000,213.134
5375,428000,219.8542
5399,430000,216.1671
5422,432000,218.6822
5446,434000,219.0475
5469,436000,221.7136
5493,438000,213.9017
5516,440000,221.8441
5539,442000,225.9137
5562,444000,223.0993
5586,446000,218.8955
5610,448000,219.8858
5633,450000,221.7146
5656,452000,221.6875
5679,454000,221.5761
5701,456000,224.7742
5723,458000,225.7612
5747,460000,218.4276
5774,462000,202.5169
5800,464000,202.8372
5826,466000,209.3344
5850,468000,217.9176
5874,470000,219.1096
5901,472000,199.5995
5925,474000,213.9528
5948,476000,221.4408
5970,478000,221.3829
5993,480000,221.539
6016,482000,222.8494
6039,484000,219.2521
6062,486000,218.3845
6087,488000,214.128
6110,490000,218.898
6134,492000,215.4531
6158,494000,221.3973
6183,496000,212.7493
6206,498000,220.601
6229,500000,224.1043
6252,502000,224.9654
6275,504000,222.3839
6297,506000,226.994
6319,508000,223.7419
6342,510000,223.3995
6365,512000,222.8277
6389,514000,220.3259
6412,516000,221.7873
6436,518000,217.5017
6459,520000,224.0066
6482,522000,223.0681
6506,524000,219.3379
6529,526000,222.7357
6551,528000,225.6596
6574,530000,224.7478
6597,532000,223.1606
6620,534000,222.7397
6644,536000,221.4088
6667,538000,221.4925
6691,540000,215.7303
6713,542000,220.6678
6734,544000,229.2665
6756,546000,229.4515
6778,548000,228.7462
6799,550000,228.8791
6820,552000,229.8112
6842,554000,228.2719
6865,556000,223.4715
6889,558000,219.9262
6913,560000,215.714
6936,562000,222.7734
6960,564000,217.9399
6985,566000,210.2972
7010,568000,215.2814
7034,570000,216.5837
7058,572000,219.1502
7081,574000,221.3753
7104,576000,222.7285
7128,578000,218.2261
7153,580000,213.1335
7176,582000,217.7849
7199,584000,223.8989
7221,586000,226.1391
7244,588000,226.9028
7267,590000,223.745
7290,592000,223.8601
7313,594000,226.3888
7334,596000,229.5922
7356,598000,230.2216
7378,600000,228.8063
7400,602000,224.7025
7424,604000,218.8952
7447,606000,221.0943
7470,608000,222.6062
7493,610000,217.8187
7516,612000,223.1277
7538,614000,222.4967
7561,616000,223.7118
7583,618000,224.779
7605,620000,226.736
7626,622000,230.6662
7648,624000,225.8477
7671,626000,225.9366
7693,628000,227.8964
7716,630000,226.0004
7737,632000,230.7633
7759,634000,230.1449
7781,636000,228.2705
7803,638000,225.7006
7826,640000,208.184
7849,642000,227.013
7870,644000,228.1845
7891,646000,229.2951
7913,648000,228.8525
7935,650000,229.9244
7956,652000,231.6428
7977,654000,229.264
7999,656000,230.8375
8021,658000,228.1221
8043,660000,227.0752
8065,662000,223.1726
8087,664000,230.397
8109,666000,229.1661
8130,668000,231.0213
8152,670000,230.1758
8173,672000,230.1092
8195,674000,230.1523
8216,676000,229.7357
8238,678000,229.5887
8260,680000,230.2419
8282,682000,227.2762
8304,684000,225.827
8327,686000,225.5335
8349,688000,223.1875
8371,690000,224.8509
8394,692000,225.0186
8417,694000,221.2349
8440,696000,224.5473
8462,698000,225.7767
8484,700000,226.1423
8507,702000,226.0882
8529,704000,227.2882
8551,706000,226.9435
8573,708000,228.9901
8595,710000,229.9811
8617,712000,226.3703
8641,714000,218.2051
8665,716000,215.2452
