episode,timestep,reward
17,2000,902.6527
35,4000,899.3413
52,6000,925.7204
70,8000,910.1517
87,10000,904.703
105,12000,897.2264
123,14000,907.4585
140,16000,910.405
157,18000,895.1766
175,20000,874.842
193,22000,870.6106
211,24000,874.8112
229,26000,881.3767
248,28000,879.0778
266,30000,887.8393
285,32000,890.1916
303,34000,902.3485
322,36000,873.433
340,38000,886.4486
358,40000,870.7397
377,42000,893.6661
395,44000,877.898
414,46000,874.2064
433,48000,882.0503
451,50000,872.226
470,52000,867.5357
488,54000,890.8915
507,56000,892.9118
525,58000,900.945
544,60000,925.3557
562,62000,905.514
581,64000,889.9523
600,66000,873.3407
619,68000,894.0073
638,70000,894.0481
657,72000,897.2889
675,74000,906.9735
694,76000,896.1706
713,78000,895.2
732,80000,868.0493
751,82000,866.131
770,84000,877.7375
789,86000,867.3972
809,88000,879.312
828,90000,862.3863
847,92000,895.6229
865,94000,859.814
883,96000,903.1909
901,98000,896.7791
920,100000,897.6976
939,102000,869.8456
957,104000,876.8072
975,106000,906.533
993,108000,860.382
1011,110000,888.301
1029,112000,896.9274
1048,114000,905.0479
1067,116000,891.2137
1085,118000,942.4124
1103,120000,924.1002
1122,122000,938.1314
1140,124000,930.7688
1158,126000,892.9629
1176,128000,902.7268
1194,130000,906.4228
1211,132000,921.6152
1230,134000,894.9929
1248,136000,901.7401
1267,138000,896.2075
1287,140000,884.6498
1306,142000,856.3553
1325,144000,869.0757
1344,146000,890.6983
1364,148000,877.2872
1383,150000,889.3408
1403,152000,886.907
