episode,timestep,reward
33,2000,70.0127
62,4000,135.9549
94,6000,133.2531
125,8000,140.5452
156,10000,141.7091
187,12000,140.0407
217,14000,143.9117
248,16000,141.4889
279,18000,139.1555
309,20000,148.4183
339,22000,153.3046
368,24000,155.077
398,26000,147.1194
426,28000,156.9533
454,30000,158.4595
481,32000,157.5867
509,34000,157.0011
537,36000,159.3926
564,38000,163.7175
593,40000,150.6792
621,42000,157.675
650,44000,162.6332
678,46000,159.5222
706,48000,161.9859
735,50000,159.7583
765,52000,150.5767
796,54000,154.4352
825,56000,163.1751
853,58000,165.3483
882,60000,163.8928
910,62000,162.8772
937,64000,162.6227
964,66000,170.4193
991,68000,171.4561
1017,70000,162.9772
1044,72000,169.8391
1072,74000,168.011
1099,76000,169.5074
1126,78000,173.3227
1153,80000,177.46
1180,82000,168.8801
1207,84000,168.4447
1233,86000,176.3283
1260,88000,172.4257
1285,90000,178.4441
1309,92000,179.125
1334,94000,179.658
1360,96000,179.3477
1385,98000,183.2092
1409,100000,185.213
1434,102000,188.6238
1459,104000,187.7798
1483,106000,195.3792
1507,108000,195.089
1531,110000,195.1975
1555,112000,195.9689
1580,114000,189.4796
1605,116000,192.6692
1629,118000,189.2249
1653,120000,198.1055
1677,122000,192.3145
1701,124000,193.8812
1727,126000,185.8337
1754,128000,183.2436
1781,130000,178.8492
1806,132000,188.2859
1831,134000,191.5696
1855,136000,196.6251
1879,138000,196.3304
1903,140000,197.3706
1927,142000,190.2684
1951,144000,201.8558
1975,146000,198.8213
1999,148000,198.2456
2022,150000,201.9652
2044,152000,205.4921
2067,154000,194.6805
2090,156000,190.5659
2113,158000,197.1226
2136,160000,195.9614
2159,162000,200.1158
2183,164000,183.938
2208,166000,176.0619
2231,168000,197.3987
2255,170000,182.5271
2279,172000,192.6284
2301,174000,203.2298
2323,176000,208.1325
2345,178000,209.1661
2367,180000,201.6719
2389,182000,204.2731
2411,184000,201.1233
2433,186000,209.7378
2455,188000,210.8612
2477,190000,210.8821
2499,192000,211.2038
2521,194000,210.2611
2543,196000,215.4081
2567,198000,204.9739
2590,200000,207.5747
2613,202000,208.0362
2636,204000,207.8579
2659,206000,209.4047
2681,208000,210.2084
2703,210000,209.8585
2725,212000,203.3997
2747,214000,205.3906
2771,216000,204.7785
2793,218000,210.9638
2815,220000,210.2193
2837,222000,205.4167
2860,224000,204.2588
2882,226000,206.3638
2905,228000,205.5345
2926,230000,215.3972
2947,232000,212.0271
2968,234000,216.8797
2991,236000,211.9417
3014,238000,211.0095
3036,240000,204.2861
3058,242000,206.3146
3080,244000,207.3795
3104,246000,200.7191
3128,248000,202.5191
3150,250000,203.9312
3172,252000,207.1949
3194,254000,212.9807
3217,256000,210.8595
3240,258000,202.157
3264,260000,194.9863
3287,262000,199.081
3310,264000,204.6796
3333,266000,205.3454
3356,268000,208.9652
3378,270000,212.1196
3401,272000,206.6793
3424,274000,210.7421
3446,276000,210.5665
3467,278000,217.1819
3489,280000,210.5552
3510,282000,213.4665
3532,284000,214.8755
3555,286000,202.9579
3577,288000,207.1287
3599,290000,213.0493
3620,292000,217.3101
3641,294000,216.452
3663,296000,215.8814
3683,298000,213.9621
3704,300000,218.0802
3725,302000,211.8565
3747,304000,209.4664
3768,306000,209.8884
3790,308000,213.3489
3812,310000,212.944
3834,312000,206.7134
3857,314000,199.6461
3880,316000,212.772
3902,318000,209.5772
3925,320000,210.5465
3947,322000,210.9381
3969,324000,213.8311
3991,326000,216.4106
4012,328000,215.9836
4033,330000,220.0773
4054,332000,221.0729
4075,334000,217.4766
4096,336000,220.2528
4117,338000,214.3053
4138,340000,224.1998
4157,342000,218.359
4176,344000,224.7591
4197,346000,221.9468
4217,348000,223.3223
4238,350000,219.9598
4259,352000,215.3309
4281,354000,221.1529
4302,356000,216.9479
4323,358000,218.7618
4343,360000,225.9611
4364,362000,225.4371
4385,364000,220.747
4406,366000,219.7003
4428,368000,214.5609
4449,370000,219.1145
4470,372000,216.1853
4490,374000,218.9755
4512,376000,218.4035
4533,378000,211.8909
4554,380000,213.828
4575,382000,215.961
4596,384000,213.4727
4617,386000,209.6926
4639,388000,215.7727
