episode,timestep,reward
17,2000,173.1681
34,4000,183.9051
44,6000,173.0407
56,8000,146.181
73,10000,171.4101
89,12000,184.728
98,14000,170.9852
101,16000,143.1017
117,18000,166.9164
134,20000,167.9464
151,22000,173.1836
160,24000,165.1216
168,26000,166.6837
179,28000,171.5395
196,30000,162.7394
215,32000,158.1118
234,34000,166.019
244,36000,137.0883
250,38000,352.224
257,40000,191.3076
277,42000,151.1298
295,44000,159.4924
315,46000,139.0815
331,48000,143.499
347,50000,156.8358
362,52000,149.9625
378,54000,149.6994
393,56000,159.4858
408,58000,151.8806
426,60000,146.0327
443,62000,148.246
459,64000,141.8063
476,66000,128.0484
486,68000,132.645
500,70000,154.3827
516,72000,157.3519
531,74000,159.8504
547,76000,152.1352
565,78000,152.3978
584,80000,157.0427
601,82000,155.7423
612,84000,157.1349
628,86000,145.7023
646,88000,147.5531
656,90000,164.943
674,92000,152.805
694,94000,146.7532
714,96000,141.1318
733,98000,150.3364
754,100000,144.088
774,102000,153.1102
793,104000,163.5111
812,106000,163.0471
831,108000,169.9128
849,110000,171.6756
868,112000,169.4537
886,114000,169.3837
904,116000,172.9026
922,118000,173.5517
940,120000,172.1579
958,122000,172.2297
976,124000,178.3463
994,126000,173.2589
1012,128000,169.9244
1030,130000,170.3012
1048,132000,176.681
1066,134000,175.0715
1084,136000,169.9159
1102,138000,172.0689
1120,140000,170.4552
1138,142000,178.2265
1156,144000,174.1716
1174,146000,173.9492
1192,148000,177.0
1209,150000,177.3273
1228,152000,178.1411
1245,154000,174.1995
1264,156000,176.6511
1281,158000,182.7634
1299,160000,179.0236
1317,162000,175.158
1335,164000,179.9095
1353,166000,180.8709
1369,168000,184.3571
1385,170000,183.4201
1401,172000,186.6752
1418,174000,184.3234
1427,176000,171.7181
1442,178000,187.8959
1459,180000,180.1529
1475,182000,185.0457
1484,184000,174.6711
1501,186000,180.4808
1517,188000,177.0811
1534,190000,181.2738
1550,192000,182.2255
1567,194000,182.1688
1584,196000,177.3313
1601,198000,178.1858
1618,200000,181.3069
1636,202000,181.747
1653,204000,180.3557
1670,206000,183.5651
1686,208000,182.6728
1703,210000,180.8346
1720,212000,182.0011
1736,214000,179.4229
1753,216000,180.7704
1770,218000,185.5351
1787,220000,187.5396
1804,222000,184.2863
1821,224000,184.9004
1837,226000,188.3133
1855,228000,185.5559
1873,230000,182.4372
1890,232000,181.7546
1907,234000,187.232
1925,236000,187.5256
1942,238000,188.3784
1959,240000,187.1796
1976,242000,188.6134
1992,244000,188.7274
2009,246000,190.1553
2025,248000,186.1999
2042,250000,192.684
2059,252000,185.983
2076,254000,188.699
2093,256000,187.9374
2110,258000,186.4535
2127,260000,190.8615
2144,262000,186.9934
2161,264000,187.9911
2178,266000,189.5538
2195,268000,185.2558
2212,270000,189.7132
2229,272000,187.4548
2246,274000,188.6312
2263,276000,187.4645
2280,278000,186.9983
2297,280000,183.6094
2314,282000,188.3379
2332,284000,182.8785
2349,286000,186.326
2358,288000,220.3683
2375,290000,184.7523
2392,292000,187.6169
2409,294000,186.9508
2426,296000,184.3701
2443,298000,187.8564
2458,300000,188.4246
2469,302000,190.4777
2485,304000,182.2222
2492,306000,161.5114
2494,308000,127.9331
2501,310000,169.7403
2506,312000,159.1626
2509,314000,133.7518
2513,316000,150.6557
2515,318000,90.0258
2517,320000,91.9396
2519,322000,84.0548
2521,324000,136.2875
2524,326000,122.5692
2527,328000,110.7933
2529,330000,85.5336
2531,332000,95.0569
2533,334000,104.0139
2536,336000,116.3068
2538,338000,74.6868
2540,340000,125.4904
2542,342000,132.0222
2546,344000,130.0065
2548,346000,108.2297
2552,348000,144.3336
2554,350000,91.0921
2556,352000,95.6482
2558,354000,93.7024
2561,356000,165.3403
2564,358000,146.9437
2566,360000,121.7685
2575,362000,148.3363
2593,364000,84.4142
2613,366000,82.9418
2631,368000,78.9921
2650,370000,81.2613
2667,372000,78.7733
2685,374000,81.9462
2703,376000,77.4529
2722,378000,77.2462
2740,380000,80.048
2758,382000,78.4981
2776,384000,78.2607
2794,386000,80.7752
2812,388000,81.0204
2830,390000,77.8047
2848,392000,77.0308
2866,394000,81.6867
2885,396000,77.7698
2903,398000,80.7173
2921,400000,77.4267
2939,402000,78.6216
2958,404000,77.561
2976,406000,79.9591
2994,408000,80.6595
3013,410000,78.1943
3030,412000,78.4776
3048,414000,76.0497
3067,416000,77.6175
3085,418000,79.9395
3103,420000,81.131
3120,422000,85.318
3138,424000,78.1075
3157,426000,77.894
3175,428000,72.5152
3193,430000,76.7402
3211,432000,76.4452
3229,434000,77.3783
3248,436000,77.7199
3266,438000,73.3669
3285,440000,77.4502
3304,442000,75.0195
3322,444000,76.9478
3341,446000,78.1611
3358,448000,75.5067
3376,450000,78.7029
3394,452000,77.1877
3412,454000,80.3101
3429,456000,76.4436
3448,458000,80.9213
3467,460000,76.284
3485,462000,76.0882
3503,464000,76.3324
3521,466000,81.6437
3538,468000,79.5403
3557,470000,74.6699
3576,472000,76.3492
3594,474000,77.4197
3613,476000,77.1607
3631,478000,78.466
3650,480000,76.5714
3668,482000,78.4909
3686,484000,79.2822
3704,486000,77.8809
3722,488000,80.6623
3739,490000,75.8623
3756,492000,79.2413
3775,494000,77.6138
3791,496000,83.1989
3810,498000,75.9787
3828,500000,75.6299
3847,502000,75.8733
3865,504000,78.0395
3883,506000,81.055
3902,508000,75.6429
3921,510000,77.3597
3938,512000,81.6777
3956,514000,78.4256
3975,516000,80.5271
3994,518000,79.1461
4011,520000,76.089
4029,522000,81.5097
4048,524000,76.1981
4066,526000,84.6491
4083,528000,79.433
4100,530000,79.4001
4119,532000,75.622
4137,534000,80.3884
4155,536000,80.2497
4172,538000,78.2299
4191,540000,76.1583
4208,542000,80.9334
4227,544000,76.3969
4245,546000,78.8203
4263,548000,78.4111
4280,550000,81.1615
4298,552000,79.2527
4315,554000,77.3663
4333,556000,77.9148
4351,558000,78.7234
4369,560000,76.2508
4386,562000,75.0607
4404,564000,81.0699
4423,566000,76.4959
4441,568000,80.803
4459,570000,79.9201
4477,572000,78.7675
4495,574000,78.6895
4514,576000,75.4432
4533,578000,76.3105
4551,580000,79.8106
4569,582000,78.73
4588,584000,79.623
4606,586000,75.0675
4624,588000,79.9216
4642,590000,77.1227
4660,592000,73.5278
4678,594000,76.0288
4695,596000,77.248
4713,598000,76.8808
4732,600000,81.8186
4750,602000,77.1293
4769,604000,76.8906
4786,606000,79.5254
4805,608000,76.2427
4823,610000,74.7597
4841,612000,83.1503
4859,614000,78.8786
4877,616000,78.8366
4895,618000,78.8547
4913,620000,80.7503
4932,622000,75.7998
4950,624000,75.4989
4968,626000,78.2479
4986,628000,80.1185
5004,630000,79.6645
5022,632000,78.0547
5041,634000,77.5934
5059,636000,75.1774
5077,638000,79.2332
5095,640000,77.8037
5113,642000,81.117
5131,644000,76.888
5150,646000,79.3349
5168,648000,76.8392
5186,650000,76.3074
5203,652000,77.814
5222,654000,77.1491
5240,656000,75.6971
5258,658000,75.6947
5276,660000,73.9689
5295,662000,76.2004
5313,664000,77.3468
5332,666000,77.3754
5349,668000,77.8759
5367,670000,76.1392
5385,672000,79.374
5403,674000,80.0527
5422,676000,79.3939
5440,678000,77.0422
5458,680000,80.2647
5476,682000,78.3893
5494,684000,79.4423
5513,686000,77.7661
5530,688000,80.5761
5549,690000,79.6209
5567,692000,78.6577
5584,694000,82.0406
5603,696000,76.1663
5621,698000,79.7266
5640,700000,80.0721
5659,702000,75.8068
5678,704000,76.5847
5696,706000,80.1418
5714,708000,80.104
5732,710000,73.6116
5751,712000,78.5723
5769,714000,76.4886
5787,716000,79.2018
5806,718000,76.1544
5824,720000,76.2329
5844,722000,73.2626
5862,724000,81.2506
5881,726000,80.3511
5898,728000,78.7895
5916,730000,76.5926
5935,732000,77.7616
5953,734000,80.6695
5970,736000,75.4362
5988,738000,79.3909
6006,740000,81.3226
6025,742000,78.0332
6043,744000,78.2633
6061,746000,81.485
6080,748000,76.8701
6098,750000,77.7787
6117,752000,77.1428
6135,754000,77.9933
6154,756000,77.1817
6171,758000,77.8764
6189,760000,79.3966
6207,762000,77.3179
6225,764000,73.9324
6244,766000,76.4738
6263,768000,79.6302
6280,770000,79.5131
6298,772000,80.3186
6316,774000,80.045
6334,776000,77.9275
6352,778000,78.7776
6370,780000,75.7531
6388,782000,81.0655
6406,784000,78.4985
6424,786000,77.8106
6442,788000,78.3673
6461,790000,77.5865
6479,792000,79.2015
6497,794000,77.8096
6515,796000,80.3301
6533,798000,79.5549
6551,800000,77.9447
6568,802000,77.577
6587,804000,79.7667
6604,806000,77.1974
6622,808000,78.7647
6640,810000,75.9351
6658,812000,77.8343
6677,814000,76.0476
6696,816000,76.3431
6713,818000,78.4802
6732,820000,78.598
6751,822000,75.4731
6770,824000,76.8203
6789,826000,77.3929
6807,828000,78.5733
6824,830000,84.4611
6843,832000,78.3363
6860,834000,80.6115
6877,836000,73.3656
6895,838000,81.3198
6912,840000,78.8881
6931,842000,75.0672
6949,844000,77.178
6967,846000,78.5173
6985,848000,80.7277
7003,850000,80.0087
7021,852000,75.1552
7040,854000,74.541
7059,856000,78.5277
7077,858000,78.9538
7096,860000,74.8478
7114,862000,80.6901
7133,864000,75.1287
7152,866000,79.0151
7171,868000,77.5596
7189,870000,79.79
7207,872000,78.8481
7225,874000,78.7132
7243,876000,77.336
7261,878000,79.8861
7279,880000,76.5062
7298,882000,77.3754
7316,884000,79.5212
7334,886000,76.2013
7352,888000,77.5326
7370,890000,75.1397
7389,892000,79.4553
7407,894000,77.3893
7425,896000,77.4349
7444,898000,78.5253
7463,900000,76.9094
7480,902000,78.9507
7498,904000,76.2073
7517,906000,76.3832
7535,908000,82.576
7552,910000,76.6539
7569,912000,83.0144
7587,914000,78.8931
7605,916000,80.4213
7623,918000,78.6893
7642,920000,77.772
7659,922000,74.9516
7677,924000,75.4132
7695,926000,76.8068
7714,928000,74.8635
7732,930000,78.0532
7749,932000,78.7963
7767,934000,80.8109
7786,936000,76.061
7804,938000,79.2046
7822,940000,79.7447
7840,942000,78.5283
7858,944000,77.3055
7877,946000,74.0387
7896,948000,75.8546
7914,950000,75.0114
7932,952000,73.5166
7952,954000,72.868
7971,956000,72.302
7990,958000,71.7138
8009,960000,73.8857
8027,962000,68.2794
8046,964000,74.7805
8066,966000,68.7068
8085,968000,73.1085
8104,970000,72.8958
8123,972000,72.4669
8143,974000,75.4749
8162,976000,72.3585
8182,978000,72.4645
8201,980000,68.2873
8220,982000,78.1561
8238,984000,72.9332
8258,986000,66.3449
8277,988000,71.4203
8296,990000,73.0317
8315,992000,70.1914
8334,994000,71.7456
8353,996000,73.258
8372,998000,72.6345
8391,1000000,74.0318
8410,1002000,74.801
8429,1004000,74.9457
8447,1006000,74.0945
8466,1008000,73.2249
8485,1010000,72.0062
8504,1012000,74.1903
8523,1014000,73.4661
8542,1016000,76.0417
8560,1018000,74.931
8579,1020000,71.2495
8597,1022000,71.6484
8615,1024000,72.7145
8635,1026000,73.5906
8654,1028000,75.8519
8672,1030000,72.2584
8691,1032000,76.4399
8710,1034000,73.2825
8729,1036000,73.5583
8748,1038000,74.3135
8767,1040000,72.9848
8785,1042000,70.2887
8804,1044000,73.2605
8824,1046000,70.6102
8843,1048000,72.4775
8860,1050000,73.9386
8880,1052000,71.8466
8899,1054000,73.1243
8917,1056000,78.5592
8936,1058000,69.3449
8955,1060000,73.5145
8974,1062000,74.9918
8993,1064000,71.4508
9012,1066000,71.8984
9030,1068000,77.7323
9049,1070000,72.0087
9068,1072000,73.2463
9087,1074000,72.772
9107,1076000,69.5042
9125,1078000,70.4847
9143,1080000,75.636
9162,1082000,70.3787
9181,1084000,74.6892
9199,1086000,73.2623
9219,1088000,70.4817
9237,1090000,74.7784
9255,1092000,73.9245
9274,1094000,71.5793
9292,1096000,75.6666
9311,1098000,70.9126
9331,1100000,71.9864
9350,1102000,71.3761
9369,1104000,69.5104
9388,1106000,73.0074
9406,1108000,73.8259
9425,1110000,72.4922
9443,1112000,77.0589
9462,1114000,73.9026
9481,1116000,70.0771
9500,1118000,74.5302
9518,1120000,74.19
9537,1122000,74.3564
9556,1124000,73.256
9574,1126000,76.0426
9593,1128000,72.9556
9611,1130000,73.3389
9631,1132000,72.0775
9649,1134000,71.9296
9668,1136000,75.9768
9688,1138000,68.0427
9706,1140000,70.7791
9725,1142000,71.359
9743,1144000,70.9639
9762,1146000,70.356
9781,1148000,70.1153
9800,1150000,76.1995
9818,1152000,73.1975
9837,1154000,74.37
9856,1156000,72.7498
9876,1158000,72.205
9895,1160000,72.4211
9914,1162000,73.4844
9933,1164000,72.4967
9950,1166000,69.4476
9970,1168000,73.1301
9988,1170000,75.1732
10008,1172000,70.2764
10027,1174000,73.565
10045,1176000,72.4181
10063,1178000,76.7756
10082,1180000,76.1481
10100,1182000,71.4938
10118,1184000,74.0627
10137,1186000,75.7343
10156,1188000,71.4999
10175,1190000,71.1977
10193,1192000,73.782
10212,1194000,71.5533
10231,1196000,70.075
10251,1198000,73.509
10269,1200000,74.9176
